Constituency_No,Constituency_Name,Candidate,Party,Votes,Position,Alliance,Constituency_Type,Basmati,Region,Area,District_Name,Vote_Share_Percentage,Margin,Margin_Percentage,ENOP,Winner in 2019,Recontesting?,Agri,
56,DADRI,NOTA,None of the Above,432,8,Others,GEN,Low,West Haryana,Rural,BHIWANI,0.3,,,2,,No,More than 65%,
56,DADRI,NAVEEN YOGI,Independent,319,9,Others,GEN,Low,West Haryana,Rural,BHIWANI,0.2,,,2,,No,More than 65%,
56,DADRI,LALIT KUMAR,Independent,245,10,Others,GEN,Low,West Haryana,Rural,BHIWANI,0.2,,,2,,No,More than 65%,
56,DADRI,RAJPAL,Loktanter Suraksha Party,197,11,Others,GEN,Low,West Haryana,Rural,BHIWANI,0.1,,,2,,No,More than 65%,
56,DADRI,SATENDER SINGH,Independent,125,12,Others,GEN,Low,West Haryana,Rural,BHIWANI,0.1,,,2,,No,More than 65%,
56,DADRI,MANJEET,Independent,109,13,Others,GEN,Low,West Haryana,Rural,BHIWANI,0.1,,,2,,No,More than 65%,
56,DADRI,VIKRAM SHARMA,Rashtrawadi Janlok Party (Satya),98,14,Others,GEN,Low,West Haryana,Rural,BHIWANI,0.1,,,2,,No,More than 65%,
56,DADRI,SUNIL KUMAR,Independent,70,15,Others,GEN,Low,West Haryana,Rural,BHIWANI,0,,,2,,No,More than 65%,
56,DADRI,ANIL KUMAR,Independent,47,16,Others,GEN,Low,West Haryana,Rural,BHIWANI,0,,,2,,No,More than 65%,
56,DADRI,ARCHANA,Independent,46,17,Others,GEN,Low,West Haryana,Rural,BHIWANI,0,,,2,,No,More than 65%,
56,DADRI,HEMANT,Independent,34,18,Others,GEN,Low,West Haryana,Rural,BHIWANI,0,,,2,,No,More than 65%,
56,DADRI,RAMSHARAN PHOGAT,Independent,29,19,Others,GEN,Low,West Haryana,Rural,BHIWANI,0,,,2,,No,More than 65%,
57,BHIWANI,GHANSHYAM SARAF,Bharatiya Janata Party,67087,1,BJP,GEN,Low,West Haryana,Semi-rural,BHIWANI,46.2,32714,22.5,3,,Yes,More than 65%,
57,BHIWANI,OM PRAKASH,Communist Party of India (Marxist),34373,2,INC+,GEN,Low,West Haryana,Semi-rural,BHIWANI,23.7,,,3,,No,More than 65%,
57,BHIWANI,INDU,Aam Aadmi Party,17573,3,AAP,GEN,Low,West Haryana,Semi-rural,BHIWANI,12.1,,,3,,No,More than 65%,
57,BHIWANI,ABHIJEET LAL SINGH,Independent,15810,4,Others,GEN,Low,West Haryana,Semi-rural,BHIWANI,10.9,,,3,,No,More than 65%,
57,BHIWANI,PRIYA ASIJA,Independent,3660,5,Others,GEN,Low,West Haryana,Semi-rural,BHIWANI,2.5,,,3,,No,More than 65%,
57,BHIWANI,RAJEEV,Independent,1825,6,Others,GEN,Low,West Haryana,Semi-rural,BHIWANI,1.3,,,3,,No,More than 65%,
57,BHIWANI,PAWAN FOUJI,Rashtriya Bhagidari Samaj Party,1339,7,Others,GEN,Low,West Haryana,Semi-rural,BHIWANI,0.9,,,3,INC+,No,More than 65%,
57,BHIWANI,KARAMBIR YADAV,Indian National Lok Dal,1046,8,INLD+,GEN,Low,West Haryana,Semi-rural,BHIWANI,0.7,,,3,,No,More than 65%,
57,BHIWANI,COMRADE RAJ KUMAR,Socialist Unity Centre Of India (COMMUNIST),623,9,Others,GEN,Low,West Haryana,Semi-rural,BHIWANI,0.4,,,3,,No,More than 65%,
57,BHIWANI,NOTA,None of the Above,464,10,Others,GEN,Low,West Haryana,Semi-rural,BHIWANI,0.3,,,3,,No,More than 65%,
57,BHIWANI,SATISH KUMAR,Independent,314,11,Others,GEN,Low,West Haryana,Semi-rural,BHIWANI,0.2,,,3,,No,More than 65%,
57,BHIWANI,RAM KUMAR,Independent,281,12,Others,GEN,Low,West Haryana,Semi-rural,BHIWANI,0.2,,,3,,No,More than 65%,
57,BHIWANI,RAM AVTAR SHARMA,Independent,252,13,Others,GEN,Low,West Haryana,Semi-rural,BHIWANI,0.2,,,3,,No,More than 65%,
57,BHIWANI,DR. PAWAN KUMAR SHARMA,Independent,218,14,Others,GEN,Low,West Haryana,Semi-rural,BHIWANI,0.2,,,3,,No,More than 65%,
57,BHIWANI,MAHABIR BOHRA,Independent,97,15,Others,GEN,Low,West Haryana,Semi-rural,BHIWANI,0.1,,,3,,No,More than 65%,
57,BHIWANI,ANAND KUMAR,Independent,89,16,Others,GEN,Low,West Haryana,Semi-rural,BHIWANI,0.1,,,3,INC+,No,More than 65%,
57,BHIWANI,JOGENDER,Independent,84,17,Others,GEN,Low,West Haryana,Semi-rural,BHIWANI,0.1,,,3,,No,More than 65%,
57,BHIWANI,JAGAT SINGH,Independent,62,18,Others,GEN,Low,West Haryana,Semi-rural,BHIWANI,0,,,3,,No,More than 65%,
57,BHIWANI,PANKAJ TAYAL,Independent,57,19,Others,GEN,Low,West Haryana,Semi-rural,BHIWANI,0,,,3,,No,More than 65%,
58,TOSHAM,SHRUTI CHOUDHRY,Bharatiya Janata Party,76414,1,BJP,GEN,Low,West Haryana,Rural,BHIWANI,47.6,14257,8.9,2,,No,More than 65%,
58,TOSHAM,ANIRUDH CHAUDHARY,Indian National Congress,62157,2,INC+,GEN,Low,West Haryana,Rural,BHIWANI,38.7,,,2,,No,More than 65%,
58,TOSHAM,SHASHI RANJAN PARMAR,Independent,15859,3,Others,GEN,Low,West Haryana,Rural,BHIWANI,9.9,,,2,,No,More than 65%,
58,TOSHAM,RAJESH BHARDWAJ,Jannayak Janta Party,2175,4,JNJP+,GEN,Low,West Haryana,Rural,BHIWANI,1.4,,,2,,No,More than 65%,
58,TOSHAM,OM SINGH,Bahujan Samaj Party,1645,5,INLD+,GEN,Low,West Haryana,Rural,BHIWANI,1,,,2,,No,More than 65%,
58,TOSHAM,DALJEET SINGH,Aam Aadmi Party,519,6,AAP,GEN,Low,West Haryana,Rural,BHIWANI,0.3,,,2,,No,More than 65%,
58,TOSHAM,NOTA,None of the Above,490,7,Others,GEN,Low,West Haryana,Rural,BHIWANI,0.3,,,2,,No,More than 65%,
58,TOSHAM,PUSHPA DEVI,Independent,318,8,Others,GEN,Low,West Haryana,Rural,BHIWANI,0.2,,,2,,No,More than 65%,
58,TOSHAM,RAJNISH KUMAR,Independent,224,9,Others,GEN,Low,West Haryana,Rural,BHIWANI,0.1,,,2,,No,More than 65%,
58,TOSHAM,SUBHASH CHANDER,Rashtriya Janhit Vikas Party,200,10,Others,GEN,Low,West Haryana,Rural,BHIWANI,0.1,,,2,,No,More than 65%,
58,TOSHAM,PARDEEP,Bahujan Mukti Party,190,11,Others,GEN,Low,West Haryana,Rural,BHIWANI,0.1,,,2,,No,More than 65%,
58,TOSHAM,BABA BALWAN NATH,Peoples Party of India (Democratic),162,12,Others,GEN,Low,West Haryana,Rural,BHIWANI,0.1,,,2,INC+,No,More than 65%,
58,TOSHAM,KRISHAN KUMAR,Independent,143,13,Others,GEN,Low,West Haryana,Rural,BHIWANI,0.1,,,2,,No,More than 65%,
58,TOSHAM,BALWAN SINGH,Independent,88,14,Others,GEN,Low,West Haryana,Rural,BHIWANI,0.1,,,2,,No,More than 65%,
58,TOSHAM,VIJENDER SINGH,Rashtrawadi Janlok Party (Satya),59,15,Others,GEN,Low,West Haryana,Rural,BHIWANI,0,,,2,,No,More than 65%,
58,TOSHAM,ANIL KUMAR,Independent,49,16,Others,GEN,Low,West Haryana,Rural,BHIWANI,0,,,2,,No,More than 65%,
59,BAWANI KHERA,KAPOOR SINGH,Bharatiya Janata Party,80077,1,BJP,SC,Low,West Haryana,Rural,BHIWANI,52.2,21779,14.2,2,,No,More than 65%,
59,BAWANI KHERA,PRADEEP NARWAL,Indian National Congress,58298,2,INC+,SC,Low,West Haryana,Rural,BHIWANI,38,,,2,,No,More than 65%,
59,BAWANI KHERA,MASTER SATBIR RATERA,Independent,11287,3,Others,SC,Low,West Haryana,Rural,BHIWANI,7.4,,,2,,No,More than 65%,
59,BAWANI KHERA,SANDEEP SINGH JANAGAL,Bahujan Samaj Party,1128,4,INLD+,SC,Low,West Haryana,Rural,BHIWANI,0.7,,,2,,No,More than 65%,
59,BAWANI KHERA,GUDDI LANGYAN,Jannayak Janta Party,997,5,JNJP+,SC,Low,West Haryana,Rural,BHIWANI,0.7,,,2,,No,More than 65%,
59,BAWANI KHERA,DHARAMBIR,Aam Aadmi Party,646,6,AAP,SC,Low,West Haryana,Rural,BHIWANI,0.4,,,2,,No,More than 65%,
59,BAWANI KHERA,NOTA,None of the Above,524,7,Others,SC,Low,West Haryana,Rural,BHIWANI,0.3,,,2,,No,More than 65%,
59,BAWANI KHERA,RAMESH KUMAR,Independent,131,8,Others,SC,Low,West Haryana,Rural,BHIWANI,0.1,,,2,,No,More than 65%,
59,BAWANI KHERA,RAVITA SATBIR RATERA,Independent,128,9,Others,SC,Low,West Haryana,Rural,BHIWANI,0.1,,,2,INC+,No,More than 65%,
59,BAWANI KHERA,MANJU DHANAK,Aam Aadmi Parivartan Party,93,10,Others,SC,Low,West Haryana,Rural,BHIWANI,0.1,,,2,,No,More than 65%,
59,BAWANI KHERA,VIKAS,Rashtrawadi Janlok Party (Satya),60,11,Others,SC,Low,West Haryana,Rural,BHIWANI,0,,,2,,No,More than 65%,
60,MEHAM,BALRAM DANGI,Indian National Congress,56865,1,INC+,GEN,Medium,East Haryana,Rural,ROHTAK,38,18060,12.1,3,,No,50 - 65%,
60,MEHAM,BALRAJ KUNDU,Haryana Jan Sevak Party,38805,2,Others,GEN,Medium,East Haryana,Rural,ROHTAK,26,,,3,,Yes,50 - 65%,
60,MEHAM,RADHA AHLAWAT,Independent,29211,3,Others,GEN,Medium,East Haryana,Rural,ROHTAK,19.5,,,3,,No,50 - 65%,
60,MEHAM,DEEPAK HOODA,Bharatiya Janata Party,8929,4,BJP,GEN,Medium,East Haryana,Rural,ROHTAK,6,,,3,,No,50 - 65%,
60,MEHAM,VIKASH NEHRA,Aam Aadmi Party,8610,5,AAP,GEN,Medium,East Haryana,Rural,ROHTAK,5.8,,,3,,No,50 - 65%,
60,MEHAM,BALBIR SINGH,Independent,3399,6,Others,GEN,Medium,East Haryana,Rural,ROHTAK,2.3,,,3,,No,50 - 65%,
60,MEHAM,HAWA SINGH,Bahujan Samaj Party,1440,7,INLD+,GEN,Medium,East Haryana,Rural,ROHTAK,1,,,3,,No,50 - 65%,
60,MEHAM,NOTA,None of the Above,353,8,Others,GEN,Medium,East Haryana,Rural,ROHTAK,0.2,,,3,,No,50 - 65%,
60,MEHAM,VISHESH BAMEL,Bharatiya Asha Party,319,9,Others,GEN,Medium,East Haryana,Rural,ROHTAK,0.2,,,3,,No,50 - 65%,
60,MEHAM,MUKESH KUMAR,Independent,267,10,Others,GEN,Medium,East Haryana,Rural,ROHTAK,0.2,,,3,,No,50 - 65%,
60,MEHAM,NARESH,Independent,236,11,Others,GEN,Medium,East Haryana,Rural,ROHTAK,0.2,,,3,,No,50 - 65%,
60,MEHAM,KRISHAN KUMAR,Aam Aadmi Parivartan Party,223,12,Others,GEN,Medium,East Haryana,Rural,ROHTAK,0.1,,,3,INC+,No,50 - 65%,
60,MEHAM,MAHENDER SINGH,Independent,156,13,Others,GEN,Medium,East Haryana,Rural,ROHTAK,0.1,,,3,,No,50 - 65%,
60,MEHAM,VIKASH,Independent,141,14,Others,GEN,Medium,East Haryana,Rural,ROHTAK,0.1,,,3,,No,50 - 65%,
60,MEHAM,JALKARAN BALHARA,Independent,132,15,Others,GEN,Medium,East Haryana,Rural,ROHTAK,0.1,,,3,,No,50 - 65%,
60,MEHAM,RANBIR SINGH,Independent,132,16,Others,GEN,Medium,East Haryana,Rural,ROHTAK,0.1,,,3,,No,50 - 65%,
60,MEHAM,KRISHAN,Peoples Party of India (Democratic),94,17,Others,GEN,Medium,East Haryana,Rural,ROHTAK,0.1,,,3,,No,50 - 65%,
60,MEHAM,NEERAJ,Independent,67,18,Others,GEN,Medium,East Haryana,Rural,ROHTAK,0,,,3,,No,50 - 65%,
60,MEHAM,KRISHAN,Independent,64,19,Others,GEN,Medium,East Haryana,Rural,ROHTAK,0,,,3,,No,50 - 65%,
60,MEHAM,DAYA KRISHAN,Independent,52,20,Others,GEN,Medium,East Haryana,Rural,ROHTAK,0,,,3,,No,50 - 65%,
61,GARHI SAMPLA - KILOI,BHUPINDER SINGH HOODA,Indian National Congress,108539,1,INC+,GEN,Medium,East Haryana,Semi-rural,ROHTAK,72.7,71465,47.9,1,INC+,Yes,50 - 65%,
61,GARHI SAMPLA - KILOI,MANJU,Bharatiya Janata Party,37074,2,BJP,GEN,Medium,East Haryana,Semi-rural,ROHTAK,24.8,,,1,,No,50 - 65%,
61,GARHI SAMPLA - KILOI,KRISHAN,Indian National Lok Dal,1496,3,INLD+,GEN,Medium,East Haryana,Semi-rural,ROHTAK,1,,,1,,No,50 - 65%,
61,GARHI SAMPLA - KILOI,PARVEEN,Aam Aadmi Party,895,4,AAP,GEN,Medium,East Haryana,Semi-rural,ROHTAK,0.6,,,1,,No,50 - 65%,
61,GARHI SAMPLA - KILOI,SUSHILA DEVI,Jannayak Janta Party,480,5,JNJP+,GEN,Medium,East Haryana,Semi-rural,ROHTAK,0.3,,,1,,No,50 - 65%,
61,GARHI SAMPLA - KILOI,NOTA,None of the Above,313,6,Others,GEN,Medium,East Haryana,Semi-rural,ROHTAK,0.2,,,1,,No,50 - 65%,
61,GARHI SAMPLA - KILOI,BIJENDER SINGH,Independent,155,7,Others,GEN,Medium,East Haryana,Semi-rural,ROHTAK,0.1,,,1,,No,50 - 65%,
61,GARHI SAMPLA - KILOI,MUKESH,Independent,148,8,Others,GEN,Medium,East Haryana,Semi-rural,ROHTAK,0.1,,,1,,No,50 - 65%,
61,GARHI SAMPLA - KILOI,SANJAY,Independent,76,9,Others,GEN,Medium,East Haryana,Semi-rural,ROHTAK,0.1,,,1,,No,50 - 65%,
61,GARHI SAMPLA - KILOI,AMIT HOODA,Independent,72,10,Others,GEN,Medium,East Haryana,Semi-rural,ROHTAK,0,,,1,,No,50 - 65%,
62,ROHTAK,BHARAT BHUSHAN BATRA,Indian National Congress,59419,1,INC+,GEN,Medium,East Haryana,Urban,ROHTAK,49.2,1341,1.1,2,,Yes,50 - 65%,
62,ROHTAK,MANISH KUMAR GROVER,Bharatiya Janata Party,58078,2,BJP,GEN,Medium,East Haryana,Urban,ROHTAK,48.1,,,2,INC+,No,50 - 65%,
62,ROHTAK,BIJENDER HOODA,Aam Aadmi Party,1188,3,AAP,GEN,Medium,East Haryana,Urban,ROHTAK,1,,,2,,No,50 - 65%,
62,ROHTAK,NOTA,None of the Above,569,4,Others,GEN,Medium,East Haryana,Urban,ROHTAK,0.5,,,2,,No,50 - 65%,
62,ROHTAK,DILOUR MEHRA,Indian National Lok Dal,428,5,INLD+,GEN,Medium,East Haryana,Urban,ROHTAK,0.4,,,2,,No,50 - 65%,
62,ROHTAK,JITENDER BALHARA,Jannayak Janta Party,268,6,JNJP+,GEN,Medium,East Haryana,Urban,ROHTAK,0.2,,,2,,No,50 - 65%,
62,ROHTAK,PARVEEN KUMAR,Yuga Thulasi Party,172,7,Others,GEN,Medium,East Haryana,Urban,ROHTAK,0.1,,,2,,No,50 - 65%,
62,ROHTAK,MAHENDER BAGRI,Mission Ekta Party,138,8,Others,GEN,Medium,East Haryana,Urban,ROHTAK,0.1,,,2,,No,50 - 65%,
62,ROHTAK,BISHAMBER KUMAR,Independent,98,9,Others,GEN,Medium,East Haryana,Urban,ROHTAK,0.1,,,2,,No,50 - 65%,
62,ROHTAK,BHARAT BHUSHAN,Independent,87,10,Others,GEN,Medium,East Haryana,Urban,ROHTAK,0.1,,,2,BJP,No,50 - 65%,
62,ROHTAK,MANISHA MOKHRA,Socialist Unity Centre Of India (COMMUNIST),58,11,Others,GEN,Medium,East Haryana,Urban,ROHTAK,0,,,2,,No,50 - 65%,
62,ROHTAK,ASHWANI MALIK,Independent,38,12,Others,GEN,Medium,East Haryana,Urban,ROHTAK,0,,,2,,No,50 - 65%,
62,ROHTAK,YASHPAL,Independent,32,13,Others,GEN,Medium,East Haryana,Urban,ROHTAK,0,,,2,,No,50 - 65%,
62,ROHTAK,ANAND KUMAR,Independent,30,14,Others,GEN,Medium,East Haryana,Urban,ROHTAK,0,,,2,,No,50 - 65%,
62,ROHTAK,NAVDEEP SINGH RAMAN,Independent,27,15,Others,GEN,Medium,East Haryana,Urban,ROHTAK,0,,,2,,No,50 - 65%,
62,ROHTAK,SURENDER KUMAR,Independent,18,16,Others,GEN,Medium,East Haryana,Urban,ROHTAK,0,,,2,,No,50 - 65%,
63,KALANAUR,SHAKUNTLA KHATAK,Indian National Congress,69348,1,INC+,SC,Medium,East Haryana,Semi-rural,ROHTAK,48.4,12232,8.5,2,,Yes,50 - 65%,
63,KALANAUR,RENU DABLA,Bharatiya Janata Party,57116,2,BJP,SC,Medium,East Haryana,Semi-rural,ROHTAK,39.9,,,2,INC+,No,50 - 65%,
63,KALANAUR,PREM PRADHAN,Independent,11415,3,Others,SC,Medium,East Haryana,Semi-rural,ROHTAK,8,,,2,,No,50 - 65%,
63,KALANAUR,POONAM NIGANA,Bahujan Samaj Party,1394,4,INLD+,SC,Medium,East Haryana,Semi-rural,ROHTAK,1,,,2,,No,50 - 65%,
63,KALANAUR,MAHENDER SUNDANA,Jannayak Janta Party,1191,5,JNJP+,SC,Medium,East Haryana,Semi-rural,ROHTAK,0.8,,,2,,No,50 - 65%,
63,KALANAUR,NARESH BAGRI,Aam Aadmi Party,1062,6,AAP,SC,Medium,East Haryana,Semi-rural,ROHTAK,0.7,,,2,,No,50 - 65%,
63,KALANAUR,NOTA,None of the Above,429,7,Others,SC,Medium,East Haryana,Semi-rural,ROHTAK,0.3,,,2,,No,50 - 65%,
63,KALANAUR,DEEPAK SINGH,Independent,333,8,Others,SC,Medium,East Haryana,Semi-rural,ROHTAK,0.2,,,2,,No,50 - 65%,
63,KALANAUR,MANJEET,Haryana Jan Sevak Party,237,9,Others,SC,Medium,East Haryana,Semi-rural,ROHTAK,0.2,,,2,,No,50 - 65%,
63,KALANAUR,SNEH ARYA,Independent,225,10,Others,SC,Medium,East Haryana,Semi-rural,ROHTAK,0.2,,,2,,No,50 - 65%,
63,KALANAUR,BABA ISHWAR NATH,Aam Aadmi Parivartan Party,221,11,Others,SC,Medium,East Haryana,Semi-rural,ROHTAK,0.2,,,2,,No,50 - 65%,
63,KALANAUR,OM PARKASH,Peoples Party of India (Democratic),119,12,Others,SC,Medium,East Haryana,Semi-rural,ROHTAK,0.1,,,2,,No,50 - 65%,
63,KALANAUR,VINOD,Independent,115,13,Others,SC,Medium,East Haryana,Semi-rural,ROHTAK,0.1,,,2,,No,50 - 65%,
63,KALANAUR,RANBIR,Nationalist Congress Party,56,14,Others,SC,Medium,East Haryana,Semi-rural,ROHTAK,0,,,2,,No,50 - 65%,
64,BAHADURGARH,RAJESH JOON,Independent,73191,1,Others,GEN,Medium,East Haryana,Semi-urban,JHAJJAR,46,41999,26.4,3,BJP,No,50 - 65%,
64,BAHADURGARH,DINESH KAUSHIK,Bharatiya Janata Party,31192,2,BJP,GEN,Medium,East Haryana,Semi-urban,JHAJJAR,19.6,,,3,,No,50 - 65%,
64,BAHADURGARH,RAJINDER SINGH JOON,Indian National Congress,28955,3,INC+,GEN,Medium,East Haryana,Semi-urban,JHAJJAR,18.2,,,3,,Yes,50 - 65%,
64,BAHADURGARH,SHEELA NAFE SINGH RATHEE,Indian National Lok Dal,17511,4,INLD+,GEN,Medium,East Haryana,Semi-urban,JHAJJAR,11,,,3,,No,50 - 65%,
64,BAHADURGARH,RAMESH DALAL,Independent,4745,5,Others,GEN,Medium,East Haryana,Semi-urban,JHAJJAR,3,,,3,,No,50 - 65%,
64,BAHADURGARH,KULDEEP SINGH CHHIKARA,Aam Aadmi Party,966,6,AAP,GEN,Medium,East Haryana,Semi-urban,JHAJJAR,0.6,,,3,,No,50 - 65%,
64,BAHADURGARH,NOTA,None of the Above,564,7,Others,GEN,Medium,East Haryana,Semi-urban,JHAJJAR,0.4,,,3,,No,50 - 65%,
64,BAHADURGARH,RAJESH KUMAR S/O CHATTAR SINGH,Independent,512,8,Others,GEN,Medium,East Haryana,Semi-urban,JHAJJAR,0.3,,,3,,No,50 - 65%,
64,BAHADURGARH,RAJESH KUMAR S/O RAMDIYA,Independent,487,9,Others,GEN,Medium,East Haryana,Semi-urban,JHAJJAR,0.3,,,3,,No,50 - 65%,
64,BAHADURGARH,ROHIT KUMAR,Independent,294,10,Others,GEN,Medium,East Haryana,Semi-urban,JHAJJAR,0.2,,,3,,No,50 - 65%,
64,BAHADURGARH,MAHENDER,Independent,255,11,Others,GEN,Medium,East Haryana,Semi-urban,JHAJJAR,0.2,,,3,,No,50 - 65%,
64,BAHADURGARH,SUNITA,Independent,187,12,Others,GEN,Medium,East Haryana,Semi-urban,JHAJJAR,0.1,,,3,BJP,No,50 - 65%,
64,BAHADURGARH,PARVEEN KUMAR,Independent,94,13,Others,GEN,Medium,East Haryana,Semi-urban,JHAJJAR,0.1,,,3,,No,50 - 65%,
64,BAHADURGARH,ARUN GOYAL,Independent,81,14,Others,GEN,Medium,East Haryana,Semi-urban,JHAJJAR,0.1,,,3,,No,50 - 65%,
64,BAHADURGARH,CHESTA,Independent,66,15,Others,GEN,Medium,East Haryana,Semi-urban,JHAJJAR,0,,,3,,No,50 - 65%,
65,BADLI,KULDEEP VATS,Indian National Congress,68160,1,INC+,GEN,Medium,East Haryana,Semi-rural,JHAJJAR,51.5,16820,12.7,2,,Yes,50 - 65%,
65,BADLI,OMPRAKASH DHANKAR,Bharatiya Janata Party,51340,2,BJP,GEN,Medium,East Haryana,Semi-rural,JHAJJAR,38.8,,,2,BJP,No,50 - 65%,
65,BADLI,AJIT GULIA JEETE,Independent,10820,3,Others,GEN,Medium,East Haryana,Semi-rural,JHAJJAR,8.2,,,2,,No,50 - 65%,
65,BADLI,HARPAL SINGH,Aam Aadmi Party,601,4,AAP,GEN,Medium,East Haryana,Semi-rural,JHAJJAR,0.5,,,2,,No,50 - 65%,
65,BADLI,KRISHAN KUMAR,Jannayak Janta Party,519,5,JNJP+,GEN,Medium,East Haryana,Semi-rural,JHAJJAR,0.4,,,2,,No,50 - 65%,
65,BADLI,NOTA,None of the Above,411,6,Others,GEN,Medium,East Haryana,Semi-rural,JHAJJAR,0.3,,,2,,No,50 - 65%,
65,BADLI,SANDEEP,Independent,201,7,Others,GEN,Medium,East Haryana,Semi-rural,JHAJJAR,0.2,,,2,,No,50 - 65%,
65,BADLI,AMIT KUMAR,Independent,124,8,Others,GEN,Medium,East Haryana,Semi-rural,JHAJJAR,0.1,,,2,,No,50 - 65%,
65,BADLI,VIRENDER SINGH BILU,Independent,81,9,Others,GEN,Medium,East Haryana,Semi-rural,JHAJJAR,0.1,,,2,,No,50 - 65%,
65,BADLI,POONAM,Independent,43,10,Others,GEN,Medium,East Haryana,Semi-rural,JHAJJAR,0,,,2,,No,50 - 65%,
66,JHAJJAR,GEETA BHUKKAL,Indian National Congress,66345,1,INC+,SC,Medium,East Haryana,Semi-rural,JHAJJAR,53.7,13555,11,2,,Yes,50 - 65%,
66,JHAJJAR,KAPTAN BIRDHANA,Bharatiya Janata Party,52790,2,BJP,SC,Medium,East Haryana,Semi-rural,JHAJJAR,42.7,,,2,BJP,No,50 - 65%,
66,JHAJJAR,NASEEB SONU,Jannayak Janta Party,1836,3,JNJP+,SC,Medium,East Haryana,Semi-rural,JHAJJAR,1.5,,,2,,No,50 - 65%,
66,JHAJJAR,DHARAMBIR SINGH,Bahujan Samaj Party,816,4,INLD+,SC,Medium,East Haryana,Semi-rural,JHAJJAR,0.7,,,2,,No,50 - 65%,
66,JHAJJAR,MAHINDER DAHIYA,Aam Aadmi Party,738,5,AAP,SC,Medium,East Haryana,Semi-rural,JHAJJAR,0.6,,,2,,No,50 - 65%,
66,JHAJJAR,NOTA,None of the Above,449,6,Others,SC,Medium,East Haryana,Semi-rural,JHAJJAR,0.4,,,2,,No,50 - 65%,
66,JHAJJAR,JAIDEEP,Republican Party of India (A),193,7,Others,SC,Medium,East Haryana,Semi-rural,JHAJJAR,0.2,,,2,,No,50 - 65%,
66,JHAJJAR,SUNIL KUMAR,Independent,153,8,Others,SC,Medium,East Haryana,Semi-rural,JHAJJAR,0.1,,,2,,No,50 - 65%,
66,JHAJJAR,NARENDER SINGH FAUJI,Independent,143,9,Others,SC,Medium,East Haryana,Semi-rural,JHAJJAR,0.1,,,2,,No,50 - 65%,
66,JHAJJAR,RAJAL,Independent,82,10,Others,SC,Medium,East Haryana,Semi-rural,JHAJJAR,0.1,,,2,,No,50 - 65%,
66,JHAJJAR,SATBIR CHUMBAK ADVOCATE,Independent,67,11,Others,SC,Medium,East Haryana,Semi-rural,JHAJJAR,0.1,,,2,,No,50 - 65%,
66,JHAJJAR,SANJAY,Independent,29,12,Others,SC,Medium,East Haryana,Semi-rural,JHAJJAR,0,,,2,,No,50 - 65%,
67,BERI,RAGHUVIR SINGH KADIAN,Indian National Congress,60630,1,INC+,GEN,Medium,East Haryana,Rural,JHAJJAR,51,35470,29.8,2,,No,50 - 65%,
67,BERI,SANJAY KUMAR,Bharatiya Janata Party,25160,2,BJP,GEN,Medium,East Haryana,Rural,JHAJJAR,21.1,,,2,,No,50 - 65%,
67,BERI,AMIT KUMAR,Independent,24626,3,Others,GEN,Medium,East Haryana,Rural,JHAJJAR,20.7,,,2,,No,50 - 65%,
67,BERI,PERMOD,Indian National Lok Dal,2171,4,INLD+,GEN,Medium,East Haryana,Rural,JHAJJAR,1.8,,,2,,No,50 - 65%,
67,BERI,INDERJEET SUHAG,Independent,2162,5,Others,GEN,Medium,East Haryana,Rural,JHAJJAR,1.8,,,2,,No,50 - 65%,
67,BERI,SONU,Aam Aadmi Party,1682,6,AAP,GEN,Medium,East Haryana,Rural,JHAJJAR,1.4,,,2,,No,50 - 65%,
67,BERI,GOWARDHAN SINGH,Independent,1127,7,Others,GEN,Medium,East Haryana,Rural,JHAJJAR,0.9,,,2,INC+,No,50 - 65%,
67,BERI,SUNIL,Jannayak Janta Party,1119,8,JNJP+,GEN,Medium,East Haryana,Rural,JHAJJAR,0.9,,,2,,No,50 - 65%,
67,BERI,NOTA,None of the Above,289,9,Others,GEN,Medium,East Haryana,Rural,JHAJJAR,0.2,,,2,,No,50 - 65%,
68,ATELI,ARTI SINGH RAO,Bharatiya Janata Party,57737,1,BJP,GEN,Low,South Haryana,Rural,MAHENDRAGARH,39.8,3085,2.1,2,,No,50 - 65%,
68,ATELI,ATTAR LAL,Bahujan Samaj Party,54652,2,INLD+,GEN,Low,South Haryana,Rural,MAHENDRAGARH,37.6,,,2,,No,50 - 65%,
68,ATELI,ANITA YADAV,Indian National Congress,30037,3,INC+,GEN,Low,South Haryana,Rural,MAHENDRAGARH,20.7,,,2,,No,50 - 65%,
68,ATELI,AAYUSHI ABHIMANYU RAO,Jannayak Janta Party,1748,4,JNJP+,GEN,Low,South Haryana,Rural,MAHENDRAGARH,1.2,,,2,,No,50 - 65%,
68,ATELI,NOTA,None of the Above,418,5,Others,GEN,Low,South Haryana,Rural,MAHENDRAGARH,0.3,,,2,,No,50 - 65%,
68,ATELI,SUNEEL RAO,Aam Aadmi Party,220,6,AAP,GEN,Low,South Haryana,Rural,MAHENDRAGARH,0.2,,,2,,No,50 - 65%,
68,ATELI,COMRADE OM PARKASH,Socialist Unity Centre Of India (COMMUNIST),185,7,Others,GEN,Low,South Haryana,Rural,MAHENDRAGARH,0.1,,,2,,No,50 - 65%,
68,ATELI,JOGENDER FOUJI,Independent,167,8,Others,GEN,Low,South Haryana,Rural,MAHENDRAGARH,0.1,,,2,,No,50 - 65%,
